2015-05-19 11:10:40, store 87730 faield
2015-05-19 11:31:12, store 87730 faield
2015-05-19 11:31:21, store 87800 faield
2015-05-19 11:32:00, store 87730 faield
2015-05-19 11:36:59, store 87730 faield
2015-05-19 11:46:26, store 87730 faield
2015-05-19 11:49:08, store 87730 faield
2015-05-19 11:49:14, store 87800 faield
2015-05-19 11:49:22, store 88055 faield
2015-05-19 11:49:32, store 87730 faield
2015-05-19 11:52:23, store 87730 faield
2015-05-19 11:52:31, store 87800 faield
2015-05-19 11:52:39, store 88055 faield
2015-05-19 11:56:52, store 87730 faield
2015-05-19 12:01:06, store 87730 faield
2015-05-19 12:01:14, store 87800 faield
2015-05-19 12:04:38, store 87730 faield
2015-05-19 12:04:46, store 87800 faield
